gene,HR,pvalue,FDR
ENSG00000211640.4,0.9412150087416838,5.683357193726553e-4,0.0037553702355376775
ENSG00000241351.3,0.9418180889606739,5.200594373441209e-4,0.003515320683236882
ENSG00000239951.1,0.9355615914216487,1.1083377997449562e-4,0.001034310760135125
ENSG00000243466.1,0.9460885450849051,0.001448910987612002,0.008079657480529804
ENSG00000211660.3,0.9477286666340385,0.0021341987606109947,0.010994650258294512
ENSG00000211892.4,0.9512632618459692,0.004512064574236609,0.020241566816440827
ENSG00000280411.1,0.9468057986779517,0.0027746198938098407,0.013540145081792023
ENSG00000211668.2,0.9532432978266004,0.007597542075577617,0.030597725308285667
ENSG00000211959.2,0.9449804761083519,0.0017460376909133567,0.009421446094874443
ENSG00000211637.2,0.9395727478858271,6.319928464837288e-4,0.004094855204807787
ENSG00000104313.20,0.9785049943347118,0.21725613303322877,0.3729290245134559
ENSG00000211943.2,0.939631655567691,4.767145369699269e-4,0.0032890015364463094
ENSG00000081277.13,1.109362123276971,6.464962047988908e-8,5.988470400748244e-6
ENSG00000244437.1,0.9334324802253576,1.1624699615946905e-4,0.0010787893780884307
ENSG00000241755.1,0.9476795845188896,0.0026962145670842348,0.013248001242195818
ENSG00000276775.1,0.945599859247856,0.0013849081370663737,0.007787855620906449
ENSG00000270550.1,0.9398001513459879,4.7926283716405763e-4,0.003302028528229499
ENSG00000211651.3,0.942038131415011,7.355733128284291e-4,0.0046424137803657076
ENSG00000211592.8,0.9368483315171615,1.4176446888109325e-4,0.0012595130965243843
ENSG00000159184.8,1.0280216393434345,0.1350209053049427,0.266630307278059
ENSG00000137077.8,0.9979067022217798,0.9103299829147667,0.946947582025635
ENSG00000181617.6,0.9585362365566745,0.01764665492422781,0.058274647137626555
ENSG00000224373.3,0.944796996428341,0.0016237685824434273,0.008871641463902565
ENSG00000123496.8,0.9853188099382763,0.3961586577612884,0.5649484727406349
ENSG00000104332.12,0.9457037797598801,9.103133369430065e-4,0.005512575437516851
ENSG00000211938.2,0.9366120448094098,2.660342968228515e-4,0.0021122278614411163
ENSG00000211964.3,0.9393532880021235,5.6222578367093e-4,0.003729779005201581
ENSG00000211897.9,0.9352051818659856,1.3647987356471187e-4,0.001223427110341736
ENSG00000226869.6,1.0133141142680462,0.4567665177322584,0.6166656198911623
ENSG00000211679.2,0.9375638302430989,2.558756959905337e-4,0.0020511061399754
ENSG00000211950.2,0.9488097328222638,0.004722003014398354,0.021069990256931816
ENSG00000126856.15,1.0046308815617224,0.7999464500323111,0.8774851190924605
ENSG00000240382.3,0.9382813869829972,5.258025694103641e-4,0.003539790648977983
ENSG00000211955.2,0.9512377331460034,0.006329591811339958,0.026672803909285992
ENSG00000211941.3,0.9456537954830262,0.0027036371246652487,0.013254736140941305
ENSG00000240864.3,0.9379029288387233,6.824915943978615e-4,0.004359927145821332
ENSG00000081479.15,0.9717411054233374,0.10661898686160205,0.22512938063470686
ENSG00000102313.9,0.946356065270293,0.0031142247052768756,0.014863885473086768
ENSG00000211962.2,0.943951474222549,0.00268016203108916,0.013208049733505398
ENSG00000211677.2,0.9324985053213992,1.024800325300507e-4,9.81731071750102e-4
ENSG00000253490.5,1.0129744060929953,0.5018472266379711,0.6590285711848599
ENSG00000211965.4,0.9324410864321521,2.6260614709910983e-4,0.002094985562663074
ENSG00000171819.5,0.9632430275754231,0.05346193313868439,0.1349907064915191
ENSG00000211893.4,0.9492823596494641,0.005045416250108457,0.022099099897585378
ENSG00000224650.2,0.9412484932405177,0.0012067589476574588,0.006914327899407342
ENSG00000278196.3,0.9412450330071827,0.0016994980579152672,0.009200096629536976
ENSG00000211933.2,0.9411209897508866,0.0019073514549954606,0.010074521623957017
ENSG00000185737.13,1.0163377034865524,0.38592332151272163,0.5551470723456995
ENSG00000228262.10,1.0492694105962534,0.014346211192969475,0.0499024675850023
ENSG00000039068.19,1.0423426544435108,0.027296809534961743,0.08127300077016586
ENSG00000168843.14,1.0034616877279314,0.8539091042846866,0.9123810296067945
ENSG00000125851.10,1.040935575656482,0.03188436531374839,0.09192253331375762
ENSG00000077498.9,1.0263484041040707,0.19080079027062277,0.34323093766069546
ENSG00000231475.3,0.9477075632382135,0.005355353753078934,0.02321272051377888
ENSG00000101144.13,1.0069356251594674,0.7052495796411975,0.8138019857467821
ENSG00000198914.5,0.9877254820889027,0.5058462282414383,0.660637815577983
ENSG00000181449.4,0.9900670733195848,0.5993076903837603,0.7378137010336129
ENSG00000163873.10,0.9921371902725991,0.6691026772438105,0.791300047740404
ENSG00000117215.15,0.9073419047736623,3.126328124801875e-7,1.5957033959447935e-5
ENSG00000258791.9,1.0657651092508595,0.0018254237935746546,0.009699950550385661
ENSG00000101850.13,1.096278525727251,2.779311712044456e-5,3.737128275173755e-4
ENSG00000168754.15,1.0199618481179635,0.3129502461866413,0.4819510872615701
ENSG00000091513.16,0.966238351200319,0.06778829843725963,0.15971600036889905
ENSG00000078295.17,1.0371445568442057,0.06047738100149659,0.1480704159419902
ENSG00000120215.10,1.0395678458676028,0.0511053765403775,0.13015737955955614
ENSG00000184221.13,0.966215263275399,0.07862386473586837,0.17859971453624596
