model,term,HR,CI_low,CI_high,p_value
Edad,age_years,1.0213536297586032,1.011419934063232,1.0313848895881634,2.264288649852099e-5
Sexo,gendermale,1.005989128230264,0.7474158644727902,1.3540174543008103,0.9685780957090986
Estadio,stage_groupStage II,1.517750009257726,1.0232218478812316,2.2512860679937416,0.03807170677140482
Estadio,stage_groupStage III,1.951852539955424,1.3441117867193333,2.834383550068486,4.418555687001737e-4
Estadio,stage_groupStage IV,3.0942173024993975,1.5404871913280822,6.215034288491922,0.0015021619339555337
