"Dataset","Tejido","Plataforma","Tratamiento","Genes","Muestras","Respondedores","No_respondedores","Top N firma","Genes firma solapados","AUC firma discovery","Interpretacion"
"GSE94873","Blood","NanoString","Tremelimumab (anti-CTLA-4)",169,360,46,314,500,4,0.475,"Sensibilidad periferica: sangre NanoString, anti-CTLA-4"
