"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"AXL",-2.12673682829604,9.19495165294028,-2.34968613393234,0.020321716066078,0.889971158782418,-4.50730665068346
"PECAM1",-1.45848079482712,10.5558775682713,-2.02869838687318,0.0445669991123051,0.889971158782418,-4.53410036057694
"SIRPA",6.6364128580219,23.0407125244878,1.9938759085352,0.0482947265733432,0.889971158782418,-4.53680157713881
"TBP",0.302077949582016,7.29987189723988,1.93534564553977,0.0551569889008791,0.889971158782418,-4.54124869602795
"TNFRSF9",0.459850220763928,4.17932358049695,1.89787049952198,0.0599690380857489,0.889971158782418,-4.54403422264709
"VCAN",-10.6972736293523,17.8126284578646,-1.82885355847724,0.0697534144752139,0.889971158782418,-4.54903667544506
"TAP2",0.370818704416515,7.07866577084482,1.72939015071458,0.0861542070236964,0.889971158782418,-4.55595154084156
"IFITM1",-34.9234657335122,99.763276141648,-1.66719180124302,0.0979254349271513,0.889971158782418,-4.56009672973008
"CDH5",-0.759415382990716,6.28429072583422,-1.63216525431028,0.105106706934767,0.889971158782418,-4.56236981188231
"ICAM1",5.23570353666873,30.2321108310089,1.62986380602001,0.105592992517621,0.889971158782418,-4.56251761342167
"IFI27",-60.9227987443283,180.102230611146,-1.54449611613956,0.12494124231995,0.889971158782418,-4.56786386367038
"PSMB8",0.77396741505285,10.6975146582343,1.51909823568276,0.131208232285747,0.889971158782418,-4.56940296777911
"HDAC3",0.828870972685802,13.9266656210994,1.4962912275334,0.137043677575202,0.889971158782418,-4.57076482178265
"C1QA",-34.4421116020914,112.796979273928,-1.42956906009167,0.15528111920152,0.889971158782418,-4.57463835357563
"HLA-C",4.87833253131456,19.5902109816706,1.36918095279778,0.173344530029112,0.889971158782418,-4.57800109016945
"TBX21",0.29525556514516,3.30467503662214,1.36452920140385,0.17479931195188,0.889971158782418,-4.57825445273431
"GNG4",-0.549525513320078,2.9783219849075,-1.35285253948416,0.178491653518113,0.889971158782418,-4.57888684822068
"CMKLR1",-0.419110457895071,6.86367221933395,-1.33618965524145,0.183861969782412,0.889971158782418,-4.57978039753014
"STAT2",1.09834162415344,14.3767882361765,1.3123650524888,0.19174948318908,0.889971158782418,-4.5810397862879
"TNFRSF4",-2.04340944609681,5.34604393695244,-1.30172884509529,0.195350991879506,0.889971158782418,-4.58159509165577
"CTAG1B",1.68940769862165,4.82474527694612,1.28940469779935,0.199586526670281,0.889971158782418,-4.58223315959665
"HLA-B",12.2343961482724,52.3691524203303,1.28899341925363,0.199729035265654,0.889971158782418,-4.58225435368504
"CXCL5",-3.55346141169233,6.34623460091003,-1.28377700808353,0.201543058614103,0.889971158782418,-4.58252260951793
"LIF",-5.06295094235098,10.6051339774959,-1.2803200578014,0.202751903452103,0.889971158782418,-4.58269981501516
"ITGAX",0.496916360870896,7.63211209568881,1.28010461536896,0.20282741703973,0.889971158782418,-4.58271084370195
"TNFAIP3",1.2254074338506,9.37528402142132,1.2628663442,0.208936879512848,0.889971158782418,-4.58358756518864
"ICAM2",-1.34823806043111,9.32330762800184,-1.24005810346573,0.217226273336165,0.889971158782418,-4.58473017531024
"IL6R",0.868708525244251,9.35012266644591,1.22200589697446,0.223954895431231,0.889971158782418,-4.58562044642284
"CXCL10",-6.42435347398788,23.5006626565961,-1.21504157393989,0.226590617711242,0.889971158782418,-4.58596057076221
"CCL5",-8.88896336268477,30.6776375221453,-1.20074862899783,0.23206989719362,0.889971158782418,-4.58665279264414
