"gene","logFC_main","adjP_main","P_main","logFC_raw","adjP_raw","P_raw","direction_same","significant_main","significant_raw"
"NEIL1",-0.0829781725983358,0.933295644320066,0.801727180498688,-0.0829781725983354,0.934683503647037,0.802967590169424,TRUE,FALSE,FALSE
"CCR5",0.10313428636606,0.933295644320066,0.806049746545793,0.103134286366059,0.934683503647037,0.807260412685117,TRUE,FALSE,FALSE
"IL2RG",0.755740634020393,0.933295644320066,0.807232236153022,0.755740634020391,0.934683503647037,0.808429763261225,TRUE,FALSE,FALSE
"TIGIT",0.13615650683846,0.933295644320066,0.807300732336857,0.13615650683846,0.934683503647037,0.808501230654687,TRUE,FALSE,FALSE
"CD86",-0.0973965886442345,0.935627283034708,0.813995736240196,-0.0973965886442318,0.936964236266204,0.815158885551598,TRUE,FALSE,FALSE
"PIK3CG",0.0568523594886097,0.935752951340038,0.821499951764476,0.0568523594886141,0.936964531053041,0.82262785141209,TRUE,FALSE,FALSE
"F2RL1",-0.123340620254485,0.935752951340038,0.828015433103408,-0.123340620254483,0.936964531053041,0.829091170312408,TRUE,FALSE,FALSE
"PTPRC",0.393072513426922,0.935752951340038,0.828141361935933,0.39307251342691,0.936964531053041,0.829213609981941,TRUE,FALSE,FALSE
"IRF1",-0.299678226287247,0.939934124313996,0.836541370639456,-0.299678226287242,0.941081926415816,0.837562914510076,TRUE,FALSE,FALSE
"PTGS2",0.0565090606608436,0.950521360029626,0.855335701315981,0.0565090606608432,0.951490016945221,0.8562507856124,TRUE,FALSE,FALSE
"CXCR6",-0.0792012857961346,0.950521360029626,0.857188370725574,-0.0792012857961351,0.951490016945221,0.858087723044805,TRUE,FALSE,FALSE
"IFNGR2",-0.504457776190996,0.950521360029626,0.860221830826811,-0.504457776190986,0.951490016945221,0.861098465335425,TRUE,FALSE,FALSE
"EPCAM",0.0566550869278082,0.953071618962441,0.867295173255821,0.0566550869278069,0.953994281861586,0.868134796494043,TRUE,FALSE,FALSE
"PDCD1",0.070898698880435,0.958421636838787,0.878254951926304,0.0708986988804345,0.95923107380132,0.879023569319795,TRUE,FALSE,FALSE
"LAG3",-0.126054747775701,0.958421636838787,0.881747905891684,-0.126054747775703,0.95923107380132,0.882492587897215,TRUE,FALSE,FALSE
"CD28",-0.025535296948207,0.962378352344287,0.890199975918465,-0.025535296948207,0.963145542711997,0.890909627008597,TRUE,FALSE,FALSE
"STAT1",-0.559112902411329,0.965852286168544,0.898242626136746,-0.559112902411339,0.966541809292445,0.898883882641974,TRUE,FALSE,FALSE
"CTLA4",-0.125710517473881,0.970487497959383,0.907405810592024,-0.12571051747388,0.971112616814641,0.907990296721689,TRUE,FALSE,FALSE
"TLR4",0.0322302971712709,0.981618903434171,0.922721769228121,0.0322302971712745,0.982122866651774,0.92321388259795,TRUE,FALSE,FALSE
"PSMB10",-0.564117806547586,0.981707599356835,0.929289703361367,-0.564117806547594,0.982122866651774,0.929736551514306,TRUE,FALSE,FALSE
"HLA-DQA1",0.465282304173169,0.981707599356835,0.933352043177085,0.465282304173159,0.982122866651774,0.933773345710451,TRUE,FALSE,FALSE
"RORC",0.037212848932493,0.981707599356835,0.937530757385777,0.0372128489324934,0.982122866651774,0.937927337652444,TRUE,FALSE,FALSE
"CD4",-0.0678480252705924,0.988477784647588,0.948938673261685,-0.0678480252705844,0.988814593680676,0.949262009933449,TRUE,FALSE,FALSE
"HLA-DRB1",-0.808608176802046,0.990812944558386,0.959145336573693,-0.808608176802048,0.990902983267125,0.959403959650557,TRUE,FALSE,FALSE
