"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TNFSF10",0.177796830434642,6.09804335711538,0.688726823159767,0.49250233581493,0.768173576902274,-5.08983025601485
"IL18",0.171748467225227,4.86207738677885,0.685143217215988,0.494751538225079,0.768173576902274,-5.09165565991804
"SOCS1",0.137275735937473,4.44573808805769,0.683997258696181,0.495471957101967,0.768173576902274,-5.09223739696301
"CCL21",-0.341825882902832,6.01819235506731,-0.669417092329294,0.504687324703288,0.776442038005058,-5.09955481722062
"CXCL5",-0.268547615601888,3.38249938825962,-0.629968860371644,0.53007280892135,0.80927146400206,-5.11857057103193
"MYC",-0.115894220156314,8.65465252214423,-0.622734062004373,0.534798916709315,0.810301388953508,-5.12193396665587
"MAGEC2",0.351250718384934,2.76924018415385,0.586598821289406,0.558722399993464,0.840184060140547,-5.13815641475213
"ABCF1",-0.054059985841441,6.839051154125,-0.56184832905966,0.575407384707006,0.858816992100009,-5.14871292981767
"TCL1A",0.181839290671939,2.87043059032692,0.546718669304015,0.585722958627944,0.865029588758292,-5.15494358182637
"MAGEC1",0.23528702277401,1.53753986541346,0.543075120570466,0.588220120355639,0.865029588758292,-5.15641882921114
"SLC11A1",0.143685892984929,4.19043439485577,0.526066504853326,0.599942725376764,0.867693959962354,-5.1631758826944
"IL11",0.15608328190621,3.15500278506731,0.516008257833953,0.606925099455495,0.867693959962354,-5.16707124939451
"HLA-A",0.186797883627108,11.1214091177115,0.515930327237985,0.606979341900262,0.867693959962354,-5.16710113873252
"IRF4",-0.142902509710363,4.63004698158654,-0.501256386987158,0.617231788965599,0.867693959962354,-5.17264919210194
"EIF2B4",0.0364796978854942,5.28341556986538,0.478104112458576,0.633562264291233,0.867693959962354,-5.1810791726242
"IL6",-0.130894517934472,4.95336216903846,-0.475294937783157,0.635556308627568,0.867693959962354,-5.18207505781201
"TNFSF13B",-0.0761644460738258,3.44656134482692,-0.466740043377124,0.64164533252615,0.867693959962354,-5.18507190939774
"NEIL1",-0.0853432719314542,4.18346820394231,-0.463270534040221,0.644121801853528,0.867693959962354,-5.18627187461471
"F2RL1",0.115900988583049,2.36807934423077,0.462951016390876,0.644350069602399,0.867693959962354,-5.18638193513055
"CMKLR1",0.092535187349525,4.75963955645192,0.462802066526024,0.644456493035754,0.867693959962354,-5.18643321633431
"SELP",-0.0975368464301329,3.12683196630769,-0.447991974760768,0.655074775519488,0.867693959962354,-5.19145012354993
"BTLA",0.126699328875328,2.96479943280769,0.445911663801508,0.656572028103077,0.867693959962354,-5.19214182192962
"ATM",0.0582592611337009,7.46907100978846,0.432327422084095,0.666383134714583,0.867693959962354,-5.19657976361992
"IRF3",-0.0396476682282536,6.99294017863462,-0.427941854922848,0.669563080427637,0.867693959962354,-5.19798333397567
"PECAM1",-0.0787512360365419,6.89391105647115,-0.424436388811064,0.672109201954217,0.867693959962354,-5.1990949879075
"IL7R",0.131756046656867,4.75281502013462,0.420408772199452,0.67503929129731,0.867693959962354,-5.2003609865475
"TNFRSF17",-0.12877308810471,2.60934788028846,-0.415408088940717,0.678684245492758,0.867693959962354,-5.20191612144124
"TNFAIP3",0.0970557629924613,4.67824270018269,0.415016897460739,0.67896970467125,0.867693959962354,-5.20203699436515
"APOE",0.105354220727293,10.5985642315865,0.40846772189389,0.683755659896293,0.867693959962354,-5.20404375759874
"CXCR4",0.101039022667788,5.75340198981731,0.407318008444968,0.684597176606295,0.867693959962354,-5.20439276616739
"LY9",0.112888049485493,3.95289711184615,0.402654064686618,0.688014950008596,0.867693959962354,-5.20579850910916
"PIK3CG",0.0861507162847444,4.23118110315385,0.395925180861024,0.692957321162833,0.867693959962354,-5.20779822024093
"NFATC2",0.0759672885276785,5.89689284472115,0.394416107563816,0.694067568008012,0.867693959962354,-5.20824208247229
"JAK1",-0.0340286066565074,7.46640178604808,-0.39429707823258,0.694155167969884,0.867693959962354,-5.20827702059836
"DPP4",0.0971375294203343,4.16395619054808,0.384833345136802,0.70113320326195,0.87097292330677,-5.21102123766762
"CD69",0.093744386691144,4.430540654875,0.368091216557878,0.713540451214656,0.880914137302045,-5.21571325490753
"CXCL2",-0.117259380111872,7.05132395593269,-0.34263022635015,0.732556263411802,0.896022155905758,-5.22245002213382
"SIRPA",-0.0563205438832464,7.16235758755769,-0.339723374822019,0.734738167842722,0.896022155905758,-5.22318854013412
"CCL20",-0.0967848504342776,3.29302630910577,-0.332587529488932,0.740103570655752,0.897095237158487,-5.22497487084237
"ICOSLG",0.0584878590301283,3.10986686722115,0.319895071003731,0.749678572608159,0.903227195913445,-5.22805873178786
"GNG4",-0.059878148078722,2.74115605931731,-0.306884431683821,0.759534369142056,0.909621998972522,-5.23109567049459
"THBS1",-0.0669268174538686,8.16909197680769,-0.290631333027604,0.771902078225435,0.91439244011225,-5.23471271912347
"CDH5",-0.0557729268497233,4.61896152755769,-0.28963575060325,0.772661611894851,0.91439244011225,-5.23492789846515
"THBD",-0.0676394871178978,4.92782775663462,-0.263977085265215,0.792310942429945,0.921602238430357,-5.24021933834039
"IL22RA1",0.0759605072881322,1.50392080090385,0.263245505769012,0.792873216799296,0.921602238430357,-5.24036302846686
"DNAJC14",0.0275016059423638,6.62184146179808,0.263083648527376,0.792997631143238,0.921602238430357,-5.24039476519639
"IL24",-0.0841286948361601,1.76748880105769,-0.257638885220552,0.797185936242258,0.921602238430357,-5.24145101232071
"CCL19",0.101416906056488,5.17981358573077,0.245567046180615,0.806493007192301,0.927003456542875,-5.24371420952335
"IFNGR1",0.029838537677203,7.74650945975961,0.232047577210521,0.816949192884241,0.933025806165456,-5.24612008350593
"MAGEB2",0.0571545246146843,2.91984614326923,0.219006857772897,0.827066533850593,0.933025806165456,-5.24831186904037
"JAK2",0.0323059144466997,5.81341436953846,0.218870597031522,0.827172405607294,0.933025806165456,-5.24833410245931
"TBP",-0.0173725632011337,5.33123742860577,-0.214727564903487,0.830392967487255,0.933025806165456,-5.24900351439899
